Country,Country and parent code,Population Density,Year
Saint Helena,CC654_PC654,15.4846153846154,2018
Senegal,CC686_PC686,82.3472913312211,2018
Sierra Leone,CC694_PC694,105.987101690219,2018
Togo,CC768_PC768,145.046791689649,2018
Algeria,CC12_PC12,17.7300691931109,2018
Egypt,CC818_PC818,98.8734763172435,2018
Libya,CC434_PC434,3.79563124452982,2018
Morocco,CC504_PC504,80.7284091418328,2018
Sudan,CC729_PC729,23.6829380727657,2018
Tunisia,CC788_PC788,74.4413169412976,2018
Western Sahara,CC732_PC732,2.13306766917293,2018
Armenia,CC51_PC51,103.67899543379,2018
Azerbaijan,CC31_PC31,120.369921846645,2018
Bahrain,CC48_PC48,2065.05263157895,2018
Cyprus,CC196_PC196,128.708008658009,2018
Georgia,CC268_PC268,57.6046337602533,2018
Iraq,CC368_PC368,88.4914440965187,2018
Israel,CC376_PC376,387.315480591497,2018
Jordan,CC400_PC400,112.24737553503,2018
Kuwait,CC414_PC414,232.172502805836,2018
Lebanon,CC422_PC422,670.518866080156,2018
Oman,CC512_PC512,15.6041227786753,2018
Qatar,CC634_PC634,239.593626184324,2018
Saudi Arabia,CC682_PC682,15.6779614735148,2018
State of Palestine,CC275_PC275,807.80365448505,2018
Syrian Arab Republic,CC760_PC760,92.2782878614605,2018
Turkey,CC792_PC792,106.986590959292,2018
United Arab Emirates,CC784_PC784,115.202942583732,2018
Yemen,CC887_PC887,53.9778453321211,2018
Kazakhstan,CC398_PC398,6.78579694040079,2018
Kyrgyzstan,CC417_PC417,32.867700729927,2018
Tajikistan,CC762_PC762,65.0246284652758,2018
Turkmenistan,CC795_PC795,12.4505820015747,2018
Uzbekistan,CC860_PC860,76.3428114715562,2018
Afghanistan,CC4_PC4,56.9370492908127,2018
Bangladesh,CC50_PC50,1239.73813474687,2018
Bhutan,CC64_PC64,19.7915890547525,2018
India,CC356_PC356,454.946465917079,2018
Iran (Islamic Republic of),CC364_PC364,50.228856344601,2018
Maldives,CC462_PC462,1719.01333333333,2018
Nepal,CC524_PC524,195.993805371468,2018
Pakistan,CC586_PC586,275.306517227065,2018
Sri Lanka,CC144_PC144,338.522723648541,2018
China,CC156_PC156,152.068140458283,2018
"China, Hong Kong SAR",CC344_PC344,7020.69333333333,2018
"China, Macao SAR",CC446_PC446,21124.8494983278,2018
"China, Taiwan Province of China",CC158_PC158,670.049703473595,2018
Dem. People's Republic of Korea,CC408_PC408,212.188406278548,2018
Japan,CC392_PC392,348.924551850887,2018
Mongolia,CC496_PC496,2.04061252864389,2018
Republic of Korea,CC410_PC410,526.295382083719,2018
Brunei Darussalam,CC96_PC96,81.3965844402277,2018
Cambodia,CC116_PC116,92.0563958758214,2018
Indonesia,CC360_PC360,147.756117069724,2018
Lao People's Democratic Republic,CC418_PC418,30.5957452339688,2018
Malaysia,CC458_PC458,95.9611413787856,2018
Myanmar,CC104_PC104,82.212062024522,2018
Philippines,CC608_PC608,357.686534527283,2018
Singapore,CC702_PC702,8225.00428571429,2018
Thailand,CC764_PC764,135.897069819335,2018
Timor-Leste,CC626_PC626,85.2706792199058,2018
Viet Nam,CC704_PC704,308.143190247364,2018
Anguilla,CC660_PC660,163.755555555556,2018
Antigua and Barbuda,CC28_PC28,218.822727272727,2018
Aruba,CC533_PC533,588.033333333333,2018
Bahamas,CC44_PC44,38.524975024975,2018
Barbados,CC52_PC52,666.604651162791,2018
"Bonaire, Sint Eustatius and Saba",CC535_PC535,78.3810975609756,2018
British Virgin Islands,CC92_PC92,198.633333333333,2018
Cayman Islands,CC136_PC136,267.383333333333,2018
Cuba,CC192_PC192,106.521476888388,2018
Curaçao,CC531_PC531,366.560810810811,2018
Dominica,CC212_PC212,95.5013333333333,2018
Dominican Republic,CC214_PC214,219.932677980132,2018
Grenada,CC308_PC308,327.791176470588,2018
Guadeloupe,CC312_PC312,245.60687960688,2018
Haiti,CC332_PC332,403.598802612482,2018
Jamaica,CC388_PC388,270.992890120037,2018
Martinique,CC474_PC474,354.407547169811,2018
Montserrat,CC500_PC500,49.93,2018
Puerto Rico,CC630_PC630,342.68297632469,2018
Saint Barthélemy,CC652_PC652,446.545454545455,2018
Saint Kitts and Nevis,CC659_PC659,201.684615384615,2018
Saint Lucia,CC662_PC662,298.180327868852,2018
Saint Martin (French part),CC663_PC663,703.094339622642,2018
Saint Vincent and the Grenadines,CC670_PC670,282.589743589744,2018
Sint Maarten (Dutch part),CC534_PC534,1233.41176470588,2018
Trinidad and Tobago,CC780_PC780,270.924171539961,2018
Turks and Caicos Islands,CC796_PC796,39.6494736842105,2018
United States Virgin Islands,CC850_PC850,299.062857142857,2018
Belize,CC84_PC84,16.7939938623411,2018
Costa Rica,CC188_PC188,97.9131022326675,2018
El Salvador,CC222_PC222,309.881274131274,2018
Guatemala,CC320_PC320,160.954227323628,2018
Honduras,CC340_PC340,85.6870408436858,2018
Mexico,CC484_PC484,64.914623318501,2018
Nicaragua,CC558_PC558,53.7269569552933,2018
Panama,CC591_PC591,56.1860102232984,2018
Argentina,CC32_PC32,16.209782620611,2018
Bolivia (Plurinational State of),CC68_PC68,10.4801440044309,2018
Brazil,CC76_PC76,25.0617146877176,2018
Chile,CC152_PC152,25.1894551949345,2018
Colombia,CC170_PC170,44.7598521856692,2018
Ecuador,CC218_PC218,68.7886898051216,2018
Falkland Islands (Malvinas),CC238_PC238,0.265899753492194,2018
French Guiana,CC254_PC254,3.44204379562044,2018
Guyana,CC328_PC328,3.95736347472695,2018
Paraguay,CC600_PC600,17.5083538887491,2018
Peru,CC604_PC604,24.99161328125,2018
Suriname,CC740_PC740,3.69222435897436,2018
Uruguay,CC858_PC858,19.7079762312879,2018
Venezuela (Bolivarian Republic of),CC862_PC862,32.7499767586871,2018
Australia,CC36_PC36,3.24097640029679,2018
New Zealand,CC554_PC554,18.0134860050891,2018
Fiji,CC242_PC242,48.3574165298303,2018
New Caledonia,CC540_PC540,15.3165207877462,2018
Papua New Guinea,CC598_PC598,19.0043810449145,2018
Solomon Islands,CC90_PC90,23.3246159342622,2018
Vanuatu,CC548_PC548,24.0094339622642,2018
Guam,CC316_PC316,306.981481481481,2018
Kiribati,CC296_PC296,143.014814814815,2018
Marshall Islands,CC584_PC584,324.511111111111,2018
Micronesia (Fed. States of),CC583_PC583,160.914285714286,2018
Nauru,CC520_PC520,533.9,2018
Northern Mariana Islands,CC580_PC580,123.671739130435,2018
Palau,CC585_PC585,38.9369565217391,2018
American Samoa,CC16_PC16,277.305,2018
Cook Islands,CC184_PC184,72.9958333333333,2018
French Polynesia,CC258_PC258,75.8669398907104,2018
Niue,CC570_PC570,6.19230769230769,2018
Samoa,CC882_PC882,69.3031802120141,2018
Tokelau,CC772_PC772,131.8,2018
Tonga,CC776_PC776,143.331944444444,2018
Tuvalu,CC798_PC798,383.5,2018
Wallis and Futuna Islands,CC876_PC876,83.2357142857143,2018
Belarus,CC112_PC112,46.5852594746439,2018
Bulgaria,CC100_PC100,64.9558769344142,2018
Czechia,CC203_PC203,138.084917141378,2018
Hungary,CC348_PC348,107.229669722744,2018
Poland,CC616_PC616,123.833670770336,2018
Republic of Moldova,CC498_PC498,123.34703196347,2018
Romania,CC642_PC642,84.7465351696572,2018
Russian Federation,CC643_PC643,8.89877210968885,2018
Slovakia,CC703_PC703,113.396627017135,2018
Ukraine,CC804_PC804,76.3760236138921,2018
Channel Islands,CC830_PC830,897.347368421053,2018
Denmark,CC208_PC208,135.567546547254,2018
Estonia,CC233_PC233,31.2081387119604,2018
Faroe Islands,CC234_PC234,34.7399713467049,2018
Finland,CC246_PC246,18.1729737734049,2018
Iceland,CC352_PC352,3.35872319201995,2018
Ireland,CC372_PC372,69.9476556829729,2018
Isle of Man,CC833_PC833,147.49649122807,2018
Latvia,CC428_PC428,31.0041961414791,2018
Lithuania,CC440_PC440,44.695886651562,2018
Norway,CC578_PC578,14.6138177995335,2018
Sweden,CC752_PC752,24.3008968172735,2018
United Kingdom,CC826_PC826,277.52522630513,2018
Albania,CC8_PC8,105.209306569343,2018
Andorra,CC20_PC20,163.846808510638,2018
Bosnia and Herzegovina,CC70_PC70,65.1750784313726,2018
Croatia,CC191_PC191,74.2746068620443,2018
Gibraltar,CC292_PC292,3371.5,2018
Greece,CC300_PC300,81.6310628394104,2018
Holy See,CC336_PC336,1840.90909090909,2018
Italy,CC380_PC380,206.117124498538,2018
Malta,CC470_PC470,1372.671875,2018
Montenegro,CC499_PC499,46.6768029739777,2018
North Macedonia,CC807_PC807,82.5914750198255,2018
Portugal,CC620_PC620,111.979386395895,2018
San Marino,CC674_PC674,563.066666666667,2018
Serbia,CC688_PC688,100.648765149783,2018
Slovenia,CC705_PC705,103.169612711023,2018
Spain,CC724_PC724,93.6103909382518,2018
Austria,CC40_PC40,107.893349027412,2018
Belgium,CC56_PC56,379.200132100396,2018
France,CC250_PC250,118.691774554978,2018
Germany,CC276_PC276,238.479495639201,2018
Liechtenstein,CC438_PC438,236.9875,2018
Luxembourg,CC442_PC442,233.298841698842,2018
Monaco,CC492_PC492,25961.0738255034,2018
Netherlands,CC528_PC528,505.918149466192,2018
Switzerland,CC756_PC756,215.750936329588,2018
Bermuda,CC60_PC60,1255.26,2018
Canada,CC124_PC124,4.07703494030358,2018
Greenland,CC304_PC304,0.137812157388232,2018
Saint Pierre and Miquelon,CC666_PC666,25.4130434782609,2018
United States of America,CC840_PC840,35.7583081349714,2018
