Country,Country and parent code,Population Density,Year
Mauritania,CC478_PC478,4.51116716794412,2020
Niger,CC562_PC562,19.1099992105471,2020
Nigeria,CC566_PC566,226.335504024068,2020
Saint Helena,CC654_PC654,15.5666666666667,2020
Senegal,CC686_PC686,86.9679011063211,2020
Sierra Leone,CC694_PC694,110.515170407315,2020
Togo,CC768_PC768,152.210645339217,2020
Algeria,CC12_PC12,18.4113475862185,2020
Egypt,CC818_PC818,102.802152795218,2020
Libya,CC434_PC434,3.90516100799072,2020
Morocco,CC504_PC504,82.7034685189334,2020
Sudan,CC729_PC729,24.8430971923001,2020
Tunisia,CC788_PC788,76.0724639546859,2020
Western Sahara,CC732_PC732,2.2456015037594,2020
Armenia,CC51_PC51,104.082683526519,2020
Azerbaijan,CC31_PC31,122.664170437223,2020
Bahrain,CC48_PC48,2238.925,2020
Cyprus,CC196_PC196,130.666774891775,2020
Georgia,CC268_PC268,57.406461361347,2020
Iraq,CC368_PC368,92.6102942530853,2020
Israel,CC376_PC376,399.978789279113,2020
Jordan,CC400_PC400,114.926109484118,2020
Kuwait,CC414_PC414,239.65,2020
Lebanon,CC422_PC422,667.198631476051,2020
Oman,CC512_PC512,16.4995864297254,2020
Qatar,CC634_PC634,248.153316106804,2020
Saudi Arabia,CC682_PC682,16.1948313477757,2020
State of Palestine,CC275_PC275,847.411295681063,2020
Syrian Arab Republic,CC760_PC760,95.3039100364864,2020
Turkey,CC792_PC792,109.583913049128,2020
United Arab Emirates,CC784_PC784,118.306220095694,2020
Yemen,CC887_PC887,56.4917855181166,2020
Kazakhstan,CC398_PC398,6.95510871578324,2020
Kyrgyzstan,CC417_PC417,34.0155943691345,2020
Tajikistan,CC762_PC762,68.1454844241212,2020
Turkmenistan,CC795_PC795,12.8342242461643,2020
Uzbekistan,CC860_PC860,78.6770075223319,2020
Afghanistan,CC4_PC4,59.6273948472873,2020
Bangladesh,CC50_PC50,1265.18693247292,2020
Bhutan,CC64_PC64,20.2432510428418,2020
India,CC356_PC356,464.149410229417,2020
Iran (Islamic Republic of),CC364_PC364,51.5752988855117,2020
Maldives,CC462_PC462,1801.80666666667,2020
Nepal,CC524_PC524,203.256421346355,2020
Pakistan,CC586_PC586,286.545676369863,2020
Sri Lanka,CC144_PC144,341.464678679636,2020
China,CC156_PC156,153.311826289375,2020
"China, Hong Kong SAR",CC344_PC344,7139.98857142857,2020
"China, Macao SAR",CC446_PC446,21717.1237458194,2020
"China, Taiwan Province of China",CC158_PC158,672.60025416549,2020
Dem. People's Republic of Korea,CC408_PC408,214.091977410514,2020
Japan,CC392_PC392,346.933817942423,2020
Mongolia,CC496_PC496,2.11018048868405,2020
Republic of Korea,CC410_PC410,527.297984161267,2020
Brunei Darussalam,CC96_PC96,83.0138519924099,2020
Cambodia,CC116_PC116,94.7143156582824,2020
Indonesia,CC360_PC360,150.987055979068,2020
Lao People's Democratic Republic,CC418_PC418,31.5232062391681,2020
Malaysia,CC458_PC458,98.5116359762593,2020
Myanmar,CC104_PC104,83.2858209983315,2020
Philippines,CC608_PC608,367.512107187175,2020
Singapore,CC702_PC702,8357.63285714286,2020
Thailand,CC764_PC764,136.624279199045,2020
Timor-Leste,CC626_PC626,88.6645595158036,2020
Viet Nam,CC704_PC704,313.924542845164,2020
Anguilla,CC660_PC660,166.688888888889,2020
Antigua and Barbuda,CC28_PC28,222.563636363636,2020
Aruba,CC533_PC533,593.144444444444,2020
Bahamas,CC44_PC44,39.2855144855145,2020
Barbados,CC52_PC52,668.304651162791,2020
"Bonaire, Sint Eustatius and Saba",CC535_PC535,79.9420731707317,2020
British Virgin Islands,CC92_PC92,201.58,2020
Cayman Islands,CC136_PC136,273.833333333333,2020
Cuba,CC192_PC192,106.413152950019,2020
Curaçao,CC531_PC531,369.594594594595,2020
Dominica,CC212_PC212,95.988,2020
Dominican Republic,CC214_PC214,224.501324503311,2020
Grenada,CC308_PC308,330.938235294118,2020
Guadeloupe,CC312_PC312,245.778255528256,2020
Haiti,CC332_PC332,413.734869375907,2020
Jamaica,CC388_PC388,273.422068328717,2020
Martinique,CC474_PC474,354.02358490566,2020
Montserrat,CC500_PC500,49.99,2020
Puerto Rico,CC630_PC630,322.529875986471,2020
Saint Barthélemy,CC652_PC652,449.318181818182,2020
Saint Kitts and Nevis,CC659_PC659,204.584615384615,2020
Saint Lucia,CC662_PC662,301.031147540984,2020
Saint Martin (French part),CC663_PC663,729.415094339623,2020
Saint Vincent and the Grenadines,CC670_PC670,284.479487179487,2020
Sint Maarten (Dutch part),CC534_PC534,1261.23529411765,2020
Trinidad and Tobago,CC780_PC780,272.805263157895,2020
Turks and Caicos Islands,CC796_PC796,40.7557894736842,2020
United States Virgin Islands,CC850_PC850,298.351428571429,2020
Belize,CC84_PC84,17.4318719859711,2020
Costa Rica,CC188_PC188,99.7672150411281,2020
El Salvador,CC222_PC222,313.040588803089,2020
Guatemala,CC320_PC320,167.185209033221,2020
Honduras,CC340_PC340,88.520940209134,2020
Mexico,CC484_PC484,66.3251385066488,2020
Nicaragua,CC558_PC558,55.0486455044042,2020
Panama,CC591_PC591,58.0410008071025,2020
Argentina,CC32_PC32,16.5147594356686,2020
Bolivia (Plurinational State of),CC68_PC68,10.7754352441614,2020
Brazil,CC76_PC76,25.4314248146119,2020
Chile,CC152_PC152,25.710001721513,2020
Colombia,CC170_PC170,45.8610941865705,2020
Ecuador,CC218_PC218,71.0382509260751,2020
Falkland Islands (Malvinas),CC238_PC238,0.286195562859491,2020
French Guiana,CC254_PC254,3.63360097323601,2020
Guyana,CC328_PC328,3.99572771145542,2020
Paraguay,CC600_PC600,17.9525044047319,2020
Peru,CC604_PC604,25.7592546875,2020
Suriname,CC740_PC740,3.76047435897436,2020
Uruguay,CC858_PC858,19.8476002742544,2020
Venezuela (Bolivarian Republic of),CC862_PC862,32.2384706082422,2020
Australia,CC36_PC36,3.31930294312901,2020
New Zealand,CC554_PC554,18.3138999658198,2020
Fiji,CC242_PC242,49.0664477285167,2020
New Caledonia,CC540_PC540,15.6176695842451,2020
Papua New Guinea,CC598_PC598,19.7567173077772,2020
Solomon Islands,CC90_PC90,24.5401214719543,2020
Vanuatu,CC548_PC548,25.1968826907301,2020
Guam,CC316_PC316,312.561111111111,2020
Kiribati,CC296_PC296,147.464197530864,2020
Marshall Islands,CC584_PC584,328.855555555556,2020
Micronesia (Fed. States of),CC583_PC583,164.315714285714,2020
Nauru,CC520_PC520,541.7,2020
Northern Mariana Islands,CC580_PC580,125.123913043478,2020
Palau,CC585_PC585,39.3304347826087,2020
American Samoa,CC16_PC16,275.985,2020
Cook Islands,CC184_PC184,73.1833333333333,2020
French Polynesia,CC258_PC258,76.7497267759563,2020
Niue,CC570_PC570,6.22307692307692,2020
Samoa,CC882_PC882,70.1095406360424,2020
Tokelau,CC772_PC772,135,2020
Tonga,CC776_PC776,146.801388888889,2020
Tuvalu,CC798_PC798,393.066666666667,2020
Wallis and Futuna Islands,CC876_PC876,80.3285714285714,2020
Belarus,CC112_PC112,46.5690256764083,2020
Bulgaria,CC100_PC100,64.0055729550479,2020
Czechia,CC203_PC203,138.645546349042,2020
Hungary,CC348_PC348,106.708825803601,2020
Poland,CC616_PC616,123.588822127159,2020
Republic of Moldova,CC498_PC498,122.799482496195,2020
Romania,CC642_PC642,83.58031889473,2020
Russian Federation,CC643_PC643,8.91101046781223,2020
Slovakia,CC703_PC703,113.534416070537,2020
Ukraine,CC804_PC804,75.4915400814748,2020
Channel Islands,CC830_PC830,915.047368421053,2020
Denmark,CC208_PC208,136.511972660853,2020
Estonia,CC233_PC233,31.2936777541873,2020
Faroe Islands,CC234_PC234,35.0035816618911,2020
Finland,CC246_PC246,18.2326433907006,2020
Iceland,CC352_PC352,3.40399002493766,2020
Ireland,CC372_PC372,71.6765277979387,2020
Isle of Man,CC833_PC833,149.178947368421,2020
Latvia,CC428_PC428,30.3247909967846,2020
Lithuania,CC440_PC440,43.4357309251045,2020
Norway,CC578_PC578,14.8418202525269,2020
Sweden,CC752_PC752,24.6119559389774,2020
United Kingdom,CC826_PC826,280.601843508453,2020
Albania,CC8_PC8,105.029197080292,2020
Andorra,CC20_PC20,164.393617021277,2020
Bosnia and Herzegovina,CC70_PC70,64.3297058823529,2020
Croatia,CC191_PC191,73.36075768406,2020
Gibraltar,CC292_PC292,3369.1,2020
Greece,CC300_PC300,80.8615671062839,2020
Holy See,CC336_PC336,1838.63636363636,2020
Italy,CC380_PC380,205.554593050928,2020
Malta,CC470_PC470,1379.809375,2020
Montenegro,CC499_PC499,46.6960594795539,2020
North Macedonia,CC807_PC807,82.6082474226804,2020
Portugal,CC620_PC620,111.329915929687,2020
San Marino,CC674_PC674,565.633333333333,2020
Serbia,CC688_PC688,99.9013263206037,2020
Slovenia,CC705_PC705,103.224031777557,2020
Spain,CC724_PC724,93.7345288692863,2020
Austria,CC40_PC40,109.289033964737,2020
Belgium,CC56_PC56,382.74821664465,2020
France,CC250_PC250,119.208615724025,2020
Germany,CC276_PC276,240.371657677301,2020
Liechtenstein,CC438_PC438,238.35625,2020
Luxembourg,CC442_PC442,241.689575289575,2020
Monaco,CC492_PC492,26338.255033557,2020
Netherlands,CC528_PC528,508.151631079478,2020
Switzerland,CC756_PC756,219.01553800992,2020
Bermuda,CC60_PC60,1245.46,2020
Canada,CC124_PC124,4.15044982630469,2020
Greenland,CC304_PC304,0.138316481910099,2020
Saint Pierre and Miquelon,CC666_PC666,25.195652173913,2020
United States of America,CC840_PC840,36.1853557615153,2020
